Event	ID	Name			Wwise Object Path	Notes
	1281810935	start			\Default Work Unit\start	
	1333414505	Jublen			\Default Work Unit\Jublen	
	1355334996	bvadr			\Default Work Unit\bvadr	
	1866025847	footstep			\Default Work Unit\footstep	
	2275356394	ymer			\Default Work Unit\ymer	
	2465565761	pigeSangStop			\Default Work Unit\pigeSangStop	
	3011307715	pigeSangStart			\Default Work Unit\pigeSangStart	
	3092587493	pause			\Default Work Unit\pause	
	3354233250	pigeSangCue			\Default Work Unit\pigeSangCue	
	4172093234	ymerStop			\Default Work Unit\ymerStop	

Switch Group	ID	Name			Wwise Object Path	Notes
	1590382670	switch1			\Default Work Unit\switch1	

Switch	ID	Name	Switch Group			Notes
	1914034948	New_Switch	switch1			
	3952450474	New_Switch_01	switch1			

State Group	ID	Name			Wwise Object Path	Notes
	2012657067	New_State_Group			\Default Work Unit\New_State_Group	

State	ID	Name	State Group			Notes
	748895195	None	New_State_Group			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2669789846	footstepVelocity			\Default Work Unit\footstepVelocity	
	3150423734	ambiensHiPass			\Default Work Unit\ambiensHiPass	

Audio Bus	ID	Name			Wwise Object Path	Notes
	805203703	Master Secondary Bus			\Default Work Unit\Master Secondary Bus	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	695384145	rvb			\Default Work Unit\Master Audio Bus\rvb	

Effect plug-ins	ID	Name	Type				Notes
	410662667	dreng ymer ad7	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng ymer ad7_5E4BEF06.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\ymerAd\dreng ymer ad7		53704
	416648765	pige sang1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige sang1_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\sang\pige sang1		3177964
	459670826	pige rømmen4	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige rømmen4_20FD5A3D.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\rømmen\pige rømmen4		72072
	467679042	ymerskvulp4	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp4_5919229F.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp1\ymerskvulp4		362572
	478365640	dreng ymer ad9	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng ymer ad9_6103108A.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\ymerAd\dreng ymer ad9		55064
	483396281	ymer bliver hældt op	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymer bliver hældt op_3EBA59C0.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymer bliver hældt op		110664
	512918711	ymerskvulp6	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp6_9F6AC381.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp2\ymerskvulp6		165432
	538390941	ymerskvulp11 anderledes støj	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp11 anderledes støj_D8384487.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerPlasj\ymerskvulp11 anderledes støj		107336
	539329039	ymerskvulp3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp3_654ADB9C.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp1\ymerskvulp3		78564
	545566373	ymerskvulp15 anderledes støj anderledes resonans	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp15 anderledes støj anderledes resonans_A839BFB6.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymer anden resonans\ymerskvulp15 anderledes støj anderledes resonans		114764
	566063047	footstep_2	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\footstep_2_B4E0F855.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\footstepSurface\footstep_2		16188
	569940089	dreng jublen1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng jublen1_8966CBD8.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\jublen\dreng jublen1		194456
	575305897	pige tudse i halsen1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige tudse i halsen1_2D6ED5A5.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\tudseIHalsen\pige tudse i halsen1		170860
	580026357	pige tudse i halsen2	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige tudse i halsen2_4C73BD0F.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\tudseIHalsen\pige tudse i halsen2		121404
	581494060	ymer plask	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymer plask_F4489CD8.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerPlasj\ymer plask		287436
	581869100	dreng ymer ad3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng ymer ad3_388A6BE4.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\ymerAd\dreng ymer ad3		92824
	592308638	ymer plask4	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymer plask4_31EBFD2A.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerPlasj\ymer plask4		92704
	594727261	ymerskvulp voldsom	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp voldsom_32D31D9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp2\ymerskvulp voldsom		166524
	612208742	pige tudse i halsen7	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige tudse i halsen7_0877A950.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\tudseIHalsen\pige tudse i halsen7		86228
	644231504	ymerskvulp8	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp8_56E92720.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp2\ymerskvulp8		152628
	652786697	pige jublen3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige jublen3_DD8452ED.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\jublen\pige jublen3		205952
	679671193	ymerskvulp7	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp7_3C8ABC4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerSkvulp2\ymerskvulp7		164344
	695885446	pige rømmen6	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige rømmen6_5D230217.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\rømmen\pige rømmen6		46528
	704364183	dreng ymer ad6	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng ymer ad6_EDAADAED.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\ymerAd\dreng ymer ad6		65764
	722682349	pige sang1_02 (msåke ud)	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige sang1_86586C32.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\sang\pige sang1_02 (msåke ud)		1286524
	747513450	ymer plask2	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymer plask2_C7F309F6.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerPlasj\ymer plask2		168328
	759583078	dreng ymer ad4	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng ymer ad4_479F2375.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\ymerAd\dreng ymer ad4		178832
	768628151	pige tudse i halsen4	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige tudse i halsen4_B638C34E.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\tudseIHalsen\pige tudse i halsen4		89484
	780200417	footstep_1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\footstep_1_A608E5EB.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\footstepSurface\footsteps\footstepsBlend1\footstep_1		26280
	841455779	pige sang1_01	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige sang1_DF7A8E61.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\sang\pige sang1_01		2367844
	843127878	pige jublen2	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige jublen2_984EB59C.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\jublen\pige jublen2		216072
	846919586	ymerskvulp12 anderledes støj anderledes resonans	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp12 anderledes støj anderledes resonans_FA90731E.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymer anden resonans\ymerskvulp12 anderledes støj anderledes resonans		108460
	848562486	footstep_3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\footstep_3_137F6223.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\footstepSurface\footsteps\footstepsBlend1\footstep_3		46016
	882379106	ymerskvulp10 anderledes støj	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp10 anderledes støj_2742ED9E.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerPlasj\ymerskvulp10 anderledes støj		63356
	890136231	pige jublen1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige jublen1_93534D08.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\jublen\pige jublen1		201964
	891233606	dreng jublen3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng jublen3_41066F67.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\jublen\dreng jublen3		142304
	923999391	pige rømmen2	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige rømmen2_4BBC6554.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\rømmen\pige rømmen2		214412
	928979874	dreng startlyd1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\dreng startlyd1_37C37924.wem		\Actor-Mixer Hierarchy\Default Work Unit\dreng\startLyd\dreng startlyd1		141808
	977034157	ymer plask dråbe1	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymer plask dråbe1_2E90D758.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymermix\ymerdråbe\ymer plask dråbe1		32680
	1016662856	footstep_5	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\footstep_5_2E94E511.wem		\Actor-Mixer Hierarchy\Default Work Unit\footsteps\footstepSurface\footsteps\footstepsBlend2\footstep_5		51516
	1028139790	pige tudse i halsen3	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\pige tudse i halsen3_99FA949E.wem		\Actor-Mixer Hierarchy\Default Work Unit\pige\tudseIHalsen\pige tudse i halsen3		147748
	1073433980	ymerskvulp lang	Y:\Documents\WwiseProjects\gruppe 4 minigame 1\.cache\Mac\SFX\ymerskvulp lang_147AA0CE.wem		\Actor-Mixer Hierarchy\Default Work Unit\ymer\ymerskvulp lang		422828

